name,oof_balanced_accuracy,oof_delta_vs_base,selected_rows,test_selected_rows,feature_mask,transition_rule,challenger_conf_min,challenger_margin_min,base_conf_max,class_recalls,transition_counts,outcome_counts,meta_fold_mean_delta,meta_fold_min_delta,meta_fold_positive_rate
gi_7_9_base_galaxy_to_star_c0_50_m0_08_b0_60,0.9705675177749651,3.953190992678213e-05,111,52,gi_7_9,base_galaxy_to_star,0.5,0.08,0.6,"{'GALAXY': 0.9599078096852813, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_40_m0_08_b0_60,0.9705675177749651,3.953190992678213e-05,111,52,high_gi_low_rz,base_galaxy_to_star,0.4,0.08,0.6,"{'GALAXY': 0.9599078096852813, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_45_m0_08_b0_60,0.9705675177749651,3.953190992678213e-05,111,52,high_gi_low_rz,base_galaxy_to_star,0.45,0.08,0.6,"{'GALAXY': 0.9599078096852813, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_50_m0_08_b0_60,0.9705675177749651,3.953190992678213e-05,111,52,high_gi_low_rz,base_galaxy_to_non_galaxy,0.5,0.08,0.6,"{'GALAXY': 0.9599078096852813, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_45_m0_08_b0_60,0.9705675177749651,3.953190992678213e-05,111,52,high_gi_low_rz,base_galaxy_to_non_galaxy,0.45,0.08,0.6,"{'GALAXY': 0.9599078096852813, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_40_m0_08_b0_60,0.9705675177749651,3.953190992678213e-05,111,52,gi_7_9,base_galaxy_to_star,0.4,0.08,0.6,"{'GALAXY': 0.9599078096852813, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_50_m0_08_b0_60,0.9705675177749651,3.953190992678213e-05,111,52,high_gi_low_rz,base_galaxy_to_star,0.5,0.08,0.6,"{'GALAXY': 0.9599078096852813, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_40_m0_08_b0_60,0.9705675177749651,3.953190992678213e-05,111,52,high_gi_low_rz,base_galaxy_to_non_galaxy,0.4,0.08,0.6,"{'GALAXY': 0.9599078096852813, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_40_m0_05_b0_60,0.9705669425899334,3.8956724895067296e-05,127,59,gi_7_9,base_galaxy_to_non_galaxy,0.4,0.05,0.6,"{'GALAXY': 0.9598733707746105, 'QSO': 0.9773097837685564, 'STAR': 0.9745176732266332}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_50_m0_05_b0_60,0.9705669425899334,3.8956724895067296e-05,127,59,gi_7_9,base_galaxy_to_non_galaxy,0.5,0.05,0.6,"{'GALAXY': 0.9598733707746105, 'QSO': 0.9773097837685564, 'STAR': 0.9745176732266332}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_45_m0_05_b0_60,0.9705669425899334,3.8956724895067296e-05,127,59,gi_7_9,base_galaxy_to_non_galaxy,0.45,0.05,0.6,"{'GALAXY': 0.9598733707746105, 'QSO': 0.9773097837685564, 'STAR': 0.9745176732266332}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_55_m0_10_b0_60,0.9705665232400243,3.853737498604737e-05,101,48,gi_7_9,base_galaxy_to_non_galaxy,0.55,0.1,0.6,"{'GALAXY': 0.9599290028610787, 'QSO': 0.977301247193601, 'STAR': 0.9744693196653934}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_55_m0_08_b0_60,0.9705665232400243,3.853737498604737e-05,101,48,gi_7_9,base_galaxy_to_non_galaxy,0.55,0.08,0.6,"{'GALAXY': 0.9599290028610787, 'QSO': 0.977301247193601, 'STAR': 0.9744693196653934}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_55_m0_05_b0_60,0.9705665232400243,3.853737498604737e-05,101,48,gi_7_9,base_galaxy_to_non_galaxy,0.55,0.05,0.6,"{'GALAXY': 0.9599290028610787, 'QSO': 0.977301247193601, 'STAR': 0.9744693196653934}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_55_m0_02_b0_60,0.9705665232400243,3.853737498604737e-05,101,48,gi_7_9,base_galaxy_to_non_galaxy,0.55,0.02,0.6,"{'GALAXY': 0.9599290028610787, 'QSO': 0.977301247193601, 'STAR': 0.9744693196653934}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_55_m0_00_b0_60,0.9705665232400243,3.853737498604737e-05,101,48,gi_7_9,base_galaxy_to_non_galaxy,0.55,0.0,0.6,"{'GALAXY': 0.9599290028610787, 'QSO': 0.977301247193601, 'STAR': 0.9744693196653934}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_55_m0_12_b0_60,0.970566025972554,3.80401075157355e-05,96,45,gi_7_9,base_galaxy_to_non_galaxy,0.55,0.12,0.6,"{'GALAXY': 0.9599395994489774, 'QSO': 0.977301247193601, 'STAR': 0.9744572312750834}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_50_m0_12_b0_60,0.970566025972554,3.80401075157355e-05,96,45,gi_7_9,base_galaxy_to_non_galaxy,0.5,0.12,0.6,"{'GALAXY': 0.9599395994489774, 'QSO': 0.977301247193601, 'STAR': 0.9744572312750834}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_45_m0_12_b0_60,0.970566025972554,3.80401075157355e-05,96,45,gi_7_9,base_galaxy_to_non_galaxy,0.45,0.12,0.6,"{'GALAXY': 0.9599395994489774, 'QSO': 0.977301247193601, 'STAR': 0.9744572312750834}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_40_m0_12_b0_60,0.970566025972554,3.80401075157355e-05,96,45,gi_7_9,base_galaxy_to_non_galaxy,0.4,0.12,0.6,"{'GALAXY': 0.9599395994489774, 'QSO': 0.977301247193601, 'STAR': 0.9744572312750834}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_50_m0_15_b0_60,0.9705654627663717,3.7476901333377555e-05,148,62,af_blue_cloud,base_qso_to_galaxy,0.5,0.15,0.6,"{'GALAXY': 0.9604535339620642, 'QSO': 0.9770878328197161, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_45_m0_15_b0_60,0.9705654627663717,3.7476901333377555e-05,149,62,af_blue_cloud,base_qso_to_galaxy,0.45,0.15,0.6,"{'GALAXY': 0.9604535339620642, 'QSO': 0.9770878328197161, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_40_m0_15_b0_60,0.9705654627663717,3.7476901333377555e-05,149,63,af_blue_cloud,base_qso_to_galaxy,0.4,0.15,0.6,"{'GALAXY': 0.9604535339620642, 'QSO': 0.9770878328197161, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_40_m0_08_b0_60,0.9705648686279904,3.688276295210624e-05,114,52,gi_7_9,base_galaxy_to_non_galaxy,0.4,0.08,0.6,"{'GALAXY': 0.9598998622443573, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_45_m0_08_b0_60,0.9705648686279904,3.688276295210624e-05,114,52,gi_7_9,base_galaxy_to_non_galaxy,0.45,0.08,0.6,"{'GALAXY': 0.9598998622443573, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_50_m0_08_b0_60,0.9705648686279904,3.688276295210624e-05,114,52,gi_7_9,base_galaxy_to_non_galaxy,0.5,0.08,0.6,"{'GALAXY': 0.9598998622443573, 'QSO': 0.977301247193601, 'STAR': 0.9744934964460132}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_50_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,high_gi_low_rz,base_galaxy_to_star,0.5,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_55_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,high_gi_low_rz,base_galaxy_to_star,0.55,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_40_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,high_gi_low_rz,base_galaxy_to_star,0.4,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_50_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.5,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_55_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,gi_7_9,base_galaxy_to_star,0.55,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_45_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,gi_7_9,base_galaxy_to_star,0.45,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_50_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,gi_7_9,base_galaxy_to_star,0.5,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_45_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,high_gi_low_rz,base_galaxy_to_star,0.45,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_55_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.55,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_40_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,gi_7_9,base_galaxy_to_star,0.4,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_40_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.4,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_45_m0_20_b0_60,0.9705630423677314,3.505650269308713e-05,66,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.45,0.2,0.6,"{'GALAXY': 0.9600031789763697, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_55_m0_15_b0_60,0.970562813619397,3.482775435870167e-05,145,61,af_blue_cloud,base_qso_to_galaxy,0.55,0.15,0.6,"{'GALAXY': 0.9604455865211402, 'QSO': 0.9770878328197161, 'STAR': 0.9741550215173348}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_12_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.12,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_05_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.05,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_60_m0_10_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_star,0.6,0.1,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_02_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.02,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_08_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.08,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_60_m0_02_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_star,0.6,0.02,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_60_m0_08_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_star,0.6,0.08,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_60_m0_05_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_star,0.6,0.05,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_10_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.1,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_15_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.15,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_60_m0_00_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_star,0.6,0.0,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_00_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.0,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_60_m0_20_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_star,0.6,0.2,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_60_m0_02_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,gi_7_9,base_galaxy_to_star,0.6,0.02,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_60_m0_20_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,gi_7_9,base_galaxy_to_star,0.6,0.2,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_60_m0_15_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,gi_7_9,base_galaxy_to_star,0.6,0.15,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_60_m0_12_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,gi_7_9,base_galaxy_to_star,0.6,0.12,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_60_m0_10_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,gi_7_9,base_galaxy_to_star,0.6,0.1,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_60_m0_08_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,gi_7_9,base_galaxy_to_star,0.6,0.08,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_60_m0_05_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,gi_7_9,base_galaxy_to_star,0.6,0.05,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_20_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.2,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_60_m0_15_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_star,0.6,0.15,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_60_m0_00_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,gi_7_9,base_galaxy_to_star,0.6,0.0,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_60_m0_12_b0_60,0.970560779002278,3.2793137239695014e-05,63,32,high_gi_low_rz,base_galaxy_to_star,0.6,0.12,0.6,"{'GALAXY': 0.9600084772703189, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_40_m0_20_b0_60,0.9705603932207567,3.2407355718411246e-05,69,32,gi_7_9,base_galaxy_to_non_galaxy,0.4,0.2,0.6,"{'GALAXY': 0.9599952315354456, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_45_m0_20_b0_60,0.9705603932207567,3.2407355718411246e-05,69,32,gi_7_9,base_galaxy_to_non_galaxy,0.45,0.2,0.6,"{'GALAXY': 0.9599952315354456, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_50_m0_20_b0_60,0.9705603932207567,3.2407355718411246e-05,69,32,gi_7_9,base_galaxy_to_non_galaxy,0.5,0.2,0.6,"{'GALAXY': 0.9599952315354456, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_55_m0_20_b0_60,0.9705603932207567,3.2407355718411246e-05,69,32,gi_7_9,base_galaxy_to_non_galaxy,0.55,0.2,0.6,"{'GALAXY': 0.9599952315354456, 'QSO': 0.977301247193601, 'STAR': 0.9743847009332237}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_45_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,high_gi_low_rz,base_galaxy_to_non_galaxy,0.45,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_40_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,high_gi_low_rz,base_galaxy_to_non_galaxy,0.4,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_45_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,gi_7_9,base_galaxy_to_star,0.45,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_50_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,high_gi_low_rz,base_galaxy_to_star,0.5,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_45_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,high_gi_low_rz,base_galaxy_to_star,0.45,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_40_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,gi_7_9,base_galaxy_to_star,0.4,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_50_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,high_gi_low_rz,base_galaxy_to_non_galaxy,0.5,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
high_gi_low_rz_base_galaxy_to_star_c0_40_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,high_gi_low_rz,base_galaxy_to_star,0.4,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_50_m0_02_b0_60,0.9705584129894778,3.0427124439458275e-05,138,68,gi_7_9,base_galaxy_to_star,0.5,0.02,0.6,"{'GALAXY': 0.9598442301578891, 'QSO': 0.977301247193601, 'STAR': 0.974529761616943}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_12_b0_60,0.9705581298553033,3.0143990265019127e-05,66,32,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.12,0.6,"{'GALAXY': 0.960000529829395, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_20_b0_60,0.9705581298553033,3.0143990265019127e-05,66,32,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.2,0.6,"{'GALAXY': 0.960000529829395, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_02_b0_60,0.9705581298553033,3.0143990265019127e-05,66,32,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.02,0.6,"{'GALAXY': 0.960000529829395, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_15_b0_60,0.9705581298553033,3.0143990265019127e-05,66,32,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.15,0.6,"{'GALAXY': 0.960000529829395, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_00_b0_60,0.9705581298553033,3.0143990265019127e-05,66,32,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.0,0.6,"{'GALAXY': 0.960000529829395, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_10_b0_60,0.9705581298553033,3.0143990265019127e-05,66,32,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.1,0.6,"{'GALAXY': 0.960000529829395, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_08_b0_60,0.9705581298553033,3.0143990265019127e-05,66,32,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.08,0.6,"{'GALAXY': 0.960000529829395, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_05_b0_60,0.9705581298553033,3.0143990265019127e-05,66,32,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.05,0.6,"{'GALAXY': 0.960000529829395, 'QSO': 0.977301247193601, 'STAR': 0.9743726125429137}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_50_m0_02_b0_60,0.9705568432695051,2.885740446678664e-05,144,68,gi_7_9,base_galaxy_to_non_galaxy,0.5,0.02,0.6,"{'GALAXY': 0.9598309844230158, 'QSO': 0.9773097837685564, 'STAR': 0.974529761616943}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_40_m0_02_b0_60,0.9705568432695051,2.885740446678664e-05,144,68,gi_7_9,base_galaxy_to_non_galaxy,0.4,0.02,0.6,"{'GALAXY': 0.9598309844230158, 'QSO': 0.9773097837685564, 'STAR': 0.974529761616943}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_45_m0_02_b0_60,0.9705568432695051,2.885740446678664e-05,144,68,gi_7_9,base_galaxy_to_non_galaxy,0.45,0.02,0.6,"{'GALAXY': 0.9598309844230158, 'QSO': 0.9773097837685564, 'STAR': 0.974529761616943}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_45_m0_00_b0_60,0.9705566538659944,2.8668000956133532e-05,154,71,gi_7_9,base_galaxy_to_non_galaxy,0.45,0.0,0.6,"{'GALAXY': 0.9598097912472184, 'QSO': 0.9773183203435117, 'STAR': 0.974541850007253}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_40_m0_00_b0_60,0.9705566538659944,2.8668000956133532e-05,154,71,gi_7_9,base_galaxy_to_non_galaxy,0.4,0.0,0.6,"{'GALAXY': 0.9598097912472184, 'QSO': 0.9773183203435117, 'STAR': 0.974541850007253}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_40_m0_20_b0_60,0.9705565347395063,2.854887446801513e-05,121,49,af_blue_cloud,base_qso_to_galaxy,0.4,0.2,0.6,"{'GALAXY': 0.9603926035816467, 'QSO': 0.9771219791195377, 'STAR': 0.9741550215173348}",{},{},,,
